"","target_id","pval","qval","test_stat","rss","degrees_free","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"3813","SORD",0.00296494956951305,0.0180666716006071,8.82891290561334,0.231599845025238,1,6.9930947094091,0.0463199690050476,0.00262624098634091,0.0436937280187066,0.017460669538739,0.0436937280187066
"3814","WWC3",0.00296549687918383,0.0180666716006071,8.82857607617822,0.279259826561862,1,7.74247963544219,0.0558519653123721,0.00355893695223156,0.0522930283601407,0.0153913338110888,0.0522930283601407
"3815","RP11-345J18.2",0.00296736103613952,0.0180732899176246,8.82742929631843,2.1201024449185,1,2.86396052488978,0.424020488983701,0.0735059607035237,0.350514528280177,0.165606768015702,0.350514528280177
"3816","MSTRG.27903",0.00296937660902859,0.0180808267524603,8.82619019248995,2.36786103322675,1,5.47187546915628,0.473572206645352,0.0388824854366571,0.434689721208694,0.0317426941874424,0.434689721208694
"3817","MSTRG.22425",0.00297427748727284,0.0181059239440062,8.82318086446684,0.728905467695159,1,5.57203226783661,0.145781093539032,0.0144848118885293,0.131296281650502,0.0300563207714794,0.131296281650502
"3818","C12orf74",0.00297511383002135,0.0181062715962221,8.82266782097345,10.0274439981411,1,1.02432689854144,2.00548879962823,0.192285365507397,1.81320343412083,0.594756894765945,1.81320343412083
"3819","CMIP",0.00297792623331389,0.0181186420417077,8.82094366307068,1.31116582026737,1,7.70361234669474,0.262233164053475,0.00565966748317486,0.2565734965703,0.0154605736395013,0.2565734965703
"3820","PYCARD",0.0029802814676563,0.0181282251786549,8.81950104700838,1.61907137874262,1,4.94698364780026,0.323814275748525,0.00966479719100731,0.314149478557517,0.0440273759395487,0.314149478557517
"3821","PROCR",0.00298143437134274,0.0181304917698299,8.81879529849481,0.195821969772135,1,7.10608008332885,0.0391643939544276,0.00142970111989777,0.0377346928345293,0.0170357454865911,0.0377346928345293
"3822","TMCC2",0.00298247677351592,0.0181320853766133,8.81815743194253,0.977132641512334,1,4.55453728331867,0.195426528302467,0.0146111640334979,0.180815364268969,0.0569379818922171,0.180815364268969
"3823","DBI",0.00298672983011371,0.0181531923443688,8.8155572471756,0.223088266664729,1,8.97674634304499,0.0446176533329458,0.000171537813326279,0.0444461155196195,0.0150666031105092,0.0444461155196195
"3824","TRIM4",0.00298942690783664,0.0181648335853797,8.81391028700055,0.120592526931863,1,6.47921308077598,0.0241185053863728,0.00433425642879959,0.0197842489575731,0.0202321204392878,0.0202321204392878
"3825","TRMT10B",0.00299585504898654,0.0181991340962748,8.80999104524166,0.583383137678351,1,5.03841333739517,0.116676627535671,0.0244955895988367,0.0921810379368336,0.0413630717525901,0.0921810379368336
"3826","S100P",0.00299754760481873,0.0181998996983454,8.80896051361566,4.13601095002308,1,4.89532653178502,0.827202190004614,0.0397377264792253,0.78746446352539,0.0456142446488069,0.78746446352539
"3827","CTB-89H12.4",0.00299736459774695,0.0181998996983454,8.80907191102138,0.807318768836979,1,6.67621076090701,0.161463753767395,0.00266913745373547,0.15879461631366,0.0189790436021713,0.15879461631366
"3828","MSTRG.20881",0.00299886357621791,0.0182031332437302,8.80815967802924,1.23519055407347,1,7.07493908854972,0.247038110814694,0.0239151282639886,0.223122982550705,0.0171476762993223,0.223122982550705
"3829","CTC-534A2.2",0.00300410337819254,0.0182301765723902,8.80497452851534,0.736294627123474,1,4.47728399451714,0.147258925424695,0.0157651286942203,0.131493796730474,0.0596286453774807,0.131493796730474
"3830","CTC-277H1.7",0.00300516933981288,0.018231883754541,8.80432724698023,1.82506352165059,1,2.74671299879991,0.365012704330117,0.074614151607191,0.290398552722926,0.179901177556729,0.290398552722926
