"target_id","pval","qval","b","se_b","mean_obs","var_obs","tech_var","sigma_sq","smooth_sigma_sq","final_sigma_sq"
"FAT1",0.000797820854163771,0.00456635455055331,-0.383678701132278,0.114409725779092,5.57747420788541,0.0493993849690147,0.00671423344394302,-0.000168506871131488,0.0129201445853277,0.0129201445853277
"WDR1",0.000799651595081726,0.00457571927326814,0.290588462948526,0.0866674021504165,7.42694290096527,0.0343459827542385,0.000520841763916871,0.0107460161293362,0.00578243184934702,0.0107460161293362
"CDCA8",0.000803390101727711,0.00459599328932919,0.216061902802629,0.0644648366479865,7.46518940528371,0.0147326182853691,0.000498909154666156,0.000410834011035483,0.00573466359141121,0.00573466359141121
"CEP170",0.000806033770617673,0.00460999567543445,0.396835486913548,0.118433096900253,5.33415585463615,0.0630013353247602,0.00589265573302861,0.0138046120452044,0.0151469419290486,0.0151469419290486
"MSTRG.11847",0.000809320102650302,0.00462766597960851,0.420094214724163,0.125416703972455,6.65022624709266,0.0648075368474293,0.016294722631241,-0.00146498253872167,0.00729930182173072,0.00729930182173072
"MLLT3",0.000809770436425905,0.00462911548951493,-0.375294002510813,0.112047014070403,5.39492224809754,0.0548564899436573,0.0042770524544436,0.0114764643549088,0.0145547475886959,0.0145547475886959
"MSTRG.4334",0.000816589355501117,0.00466696195933785,0.307167250464349,0.09177089865912,7.72934818041077,0.0356645135688143,0.00718161970055969,0.00201712735127261,0.00545122706049403,0.00545122706049403
"PIGU",0.000816803824975449,0.0046670535363879,-0.265164081430014,0.0792235346084233,6.31174414659749,0.0254403478619752,0.000936962586372933,0.00449647596086256,0.00847759006740513,0.00847759006740513
"ZNF223",0.000817493386246568,0.00466985898900821,-0.631577293918807,0.188710637888577,4.43827112426179,0.124948218012916,0.0255000055351266,-0.0188984373416569,0.0279175517433439,0.0279175517433439
"NECAP2",0.00081793130491273,0.00467122594194696,0.301346619712395,0.0900441421496566,5.97148994492585,0.0359557783500527,0.00203891884618207,0.00885213463685117,0.0101230024570193,0.0101230024570193
"MSTRG.3209",0.000818166806039377,0.00467140027941899,3.53159142731322,1.05528545386067,2.82398929619188,5.07799426979756,0.18866993205055,1.48177115164432,0.0938113090144148,1.48177115164432
"POLR2J",0.000818359093086412,0.00467140027941899,-0.219130565446803,0.0654803379402062,7.42846805921129,0.0159273955243364,0.000651018892147153,0.00125139874588532,0.00578049309299826,0.00578049309299826
"LUCAT1",0.000818675260325991,0.0046720710440055,-0.590342639657099,0.176411138895768,4.42533466968874,0.120650904924223,0.0185318391563828,0.00159262992490453,0.0281494957333702,0.0281494957333702
"FBN1",0.000821351775039853,0.00468620840499449,0.652631053183629,0.195077444975762,5.19366149278058,0.173444438919798,0.0143809611069994,0.0427018532004077,0.0166641964872381,0.0427018532004077
"GTF3C2",0.000822333707385611,0.0046895354341161,0.269920860207614,0.0806898280828133,6.3890760953398,0.022610281202425,0.00159375218813677,-0.000652377225812362,0.00817252034591418,0.00817252034591418
"CRB2",0.000822316849761152,0.0046895354341161,-1.83603078770406,0.548859975865887,1.22796264120335,1.37279944374816,0.144739794971914,0.307131114689338,0.283214765425565,0.307131114689338
"RP11-474P2.6",0.000825702102627018,0.00470760292111084,-1.08556673929349,0.324628094662248,2.89915594196632,0.419532923545365,0.069745117247596,0.0127503576364984,0.0883299825184657,0.0883299825184657
"STON2",0.000826019106203475,0.00470826886565519,-2.01899153787296,0.603778860084632,3.13838740754754,1.37071575355595,0.47413533804611,-0.289363207352157,0.0726880297815357,0.0726880297815357
"LIX1L",0.000830686656778252,0.00473270976863109,0.351210160174584,0.10507843436131,6.52594110062547,0.0502543458243459,0.00151814944153284,0.0150440666102034,0.00768553832079436,0.0150440666102034
"FLNB-AS1",0.000830709495914157,0.00473270976863109,-1.33567654003478,0.399621468806665,2.87335847418144,0.726846327877223,0.119914283423997,0.119631694072798,0.0901806600742866,0.119631694072798
"USP2-AS1",0.000831419280032355,0.00473560635209516,1.27360114687756,0.381076140089791,2.78801282609373,0.578021184556893,0.121298162057461,-0.00704413685928341,0.0965303747611405,0.0965303747611405
"TFAM",0.000835380099334536,0.00475701432836553,0.232665858141249,0.0696437993573505,7.17441105294833,0.0220276708842472,0.0011302357645408,0.0061043272615417,0.00614515241884954,0.00614515241884954
"ENKUR",0.000836577136812014,0.0047626775849782,-0.980041248954635,0.293390361196669,3.23796042583712,0.319854071704471,0.0621408718796892,-0.0225036008688101,0.0669759841849785,0.0669759841849785
